S,S_t,S_c,S_ct
-0.101355586349792,-15.0087714251007,-17.4095556695536,16.9700496504741
-14.5888411325201,11.4288101924778,4.61335573748669,12.8104506799221
14.1692251946716,-23.3764562021557,7.32650380073619,8.26349047221534
-9.76411041539915,-5.82539803660277,-18.9493651693392,24.5886937822418
-16.0955719411779,10.5381851284428,-8.15183262396355,8.27320689120752
-7.17970490379602,6.55356266990834,-13.0506081693455,5.49058643216393
-0.540232895965164,2.05993798174783,-0.110767176510844,-1.57158504766032
3.8603332655928,-2.54993567255252,-3.71555862260933,-9.1898538589297
2.08514351572166,-2.58201451045898,1.71980616161572,5.67800853380229
16.729082459468,3.93283709618105,-10.0645906727323,0.53880591599945
0.160968674637102,3.11228184848344,-4.11198851749024,9.21223401067502
