S,S_t,S_c,S_ct
-18.0861994674482,4.58291095797786,-2.28461588209051,-0.162992928593806
-18.8692380533071,2.85249770562901,4.72200816398158,3.00569324507237
-4.12470559528883,5.83640997812724,2.27535670634502,-3.20439401346243
-37.3962295364662,1.87031539698477,6.41622775558456,24.1232773125164
-4.81966770075396,-6.0051470250076,21.0074884669517,-9.9544712574876
-13.4598313492328,1.05506973993704,-4.40894895441396,10.9134818120157
-14.4513061742759,-7.05610157572443,6.39696638381772,18.4472692179184
-12.552756006808,-4.58468277555878,3.89660789649693,14.5849926685271
-4.99764963452835,-4.46499935573747,9.12404131428934,4.60331543786144
-11.1556302147423,-16.0247563933467,2.94601823842874,14.7284717889783
-8.52480498769913,-0.950570606266253,0.111091057143915,3.91021088308598
