S,S_t,S_c,S_ct
90.7155741029002,-82.023337116754,81.3173583068139,-84.8544587006002
36.4796092412668,-27.5703388903085,28.6681322961082,-28.0622326017876
81.3240264374948,-82.3472177498266,87.0481831985595,-81.5351680325553
17.994436463378,-9.96904588597586,12.3350748807298,-17.402430295626
82.3199593841932,-76.6278906205551,99.7266587489782,-94.1809254105599
110.087065284994,-95.6668897550972,105.859463105683,-90.7866563759587
67.4546385018407,-57.9441885404938,92.4888982417039,-48.4149725542305
84.472451019792,-81.3422971155605,91.5254779277871,-102.659796503769
160.125841970837,-149.474474849987,161.534867811503,-158.609204225168
