stimulus id,base,combination,secondary,mean,sem,pval_uncorrected,mean_abs,pval_corrected
14.0,S,S-S_c,S_t,4.4754470175279595,2.6137543309660933,0.10743669409247648,4.4754470175279595,0.10743669409247648
15.0,S,S+S_ct,S_c,1.0876772340174372,1.6667230982695813,0.5227517658141476,1.0876772340174372,1.0
15.0,S,S+S_t,S_c,1.087677234017437,1.8380462558082924,0.5618009114590972,1.087677234017437,1.0
15.0,S,S-S_c,S_xt,1.0362349951669307,1.0976452056596129,0.3583675930263662,1.0362349951669307,1.0
16.0,S,S+S_ct,S_c,3.3495121802977885,1.6649151903409147,0.06036488756079791,3.3495121802977885,0.1269000188050191
16.0,S,S+S_t,S_c,3.349512180297788,1.5256486451497284,0.0423000062683397,3.349512180297788,0.1269000188050191
16.0,S,S-S_c,S_xt,-1.3116338903266227,1.392281538391857,0.3593501922542275,1.3116338903266227,0.3593501922542275
17.0,S,S+S_ct,S_t,0.34761314522606346,1.8405455889349867,0.8524356299360256,0.34761314522606346,1.0
17.0,S,S+S_t,S_xc,-1.0637036990486897,5.827227547122335,0.8573178963122714,1.0637036990486897,1.0
17.0,S,S-S_c,S_t,-1.063703699048689,5.7959170080785,0.8565561873415306,1.063703699048689,1.0
18.0,S,S+S_ct,S_t,-3.467753845728409,1.6071197421829553,0.045546160275324044,3.467753845728409,0.13663848082597213
18.0,S,S+S_t,S_xc,2.66498553130479,3.268676948202616,0.42617060292000053,2.66498553130479,0.7531879894932523
18.0,S,S-S_c,S_t,2.6649855313047905,2.935153257703726,0.37659399474662614,2.6649855313047905,0.7531879894932523
19.0,S,S+S_ct,S_xc,11.705977822782964,2.020593675197552,3.543837724940306e-05,11.705977822782964,0.00010631513174820917
19.0,S,S+S_t,S_ct,1.6857426101330946,1.666947184302895,0.32792020532142996,1.6857426101330946,0.32792020532142996
19.0,S,S-S_c,S_ct,11.705977822782964,2.1296161253301378,6.142624153678594e-05,11.705977822782964,0.00012285248307357188
20.0,S,S+S_ct,S_xc,-15.08448997674735,3.0599971653236606,0.0001815784646205334,15.08448997674735,0.0005447353938616002
20.0,S,S+S_t,S_ct,-4.773713880698826,2.0723100456335084,0.035975069134795847,4.773713880698826,0.035975069134795847
20.0,S,S-S_c,S_ct,-15.084489976747351,3.1549679467727745,0.00024268258456769013,15.084489976747351,0.0005447353938616002
21.0,S,S+S_ct,nan,6.34536579063587,3.1780778743186135,0.07380433855869485,6.34536579063587,0.44282603135216914
21.0,S,S+S_t,nan,-2.0892749722496706,3.0019252286395703,0.5022968073975149,2.0892749722496706,1.0
21.0,S,S-S_c,nan,4.603594286962636,3.6404390899481407,0.2347018711380412,4.603594286962636,0.7041056134141236
21.0,S_c,S+S_ct,nan,-6.692869259212307,4.064539085891473,0.13065170209100077,6.692869259212307,0.5226068083640031
21.0,S_c,S+S_t,nan,1.7417715036732333,2.928372304416908,0.5651974229217597,1.7417715036732333,1.0
21.0,S_t,S-S_c,nan,-8.43464076288554,4.62068047370726,0.09790754951732081,8.43464076288554,0.48953774758660407
22.0,S,S+S_ct,nan,3.6419788315140162,3.261186640895047,0.2902086813546295,3.6419788315140162,1.0
22.0,S,S+S_t,nan,2.9456077045714752,2.1581770652100194,0.2022173114942543,2.9456077045714752,1.0
22.0,S,S-S_c,nan,1.1342515401962254,2.722497066920791,0.6857566098316457,1.1342515401962254,1.0
22.0,S_c,S+S_ct,nan,1.8113561643752505,2.5487710437658357,0.49352508122324845,1.8113561643752505,1.0
22.0,S_c,S+S_t,nan,2.5077272913177913,3.0230539077870824,0.4261605555563399,2.5077272913177913,1.0
22.0,S_t,S-S_c,nan,-0.6963711269425411,3.099922419341375,0.8267818473920082,0.6963711269425411,1.0
23.0,S,S+S_ct,nan,4.712131969650357,1.5695598734758012,0.0132935981977143,4.712131969650357,0.0797615891862858
23.0,S,S+S_t,nan,-2.3024593667971227,2.699104299042926,0.41359935451169694,2.3024593667971227,0.9897110414929942
23.0,S,S-S_c,nan,2.9229756901694177,2.8540682804403423,0.3299036804976647,2.9229756901694177,0.9897110414929942
23.0,S_c,S+S_ct,nan,-5.225435056966541,2.0757663896493086,0.03052555303799591,5.225435056966541,0.15262776518997956
23.0,S_c,S+S_t,nan,1.789156279480939,3.0114520004947014,0.565630875644404,1.789156279480939,0.9897110414929942
23.0,S_t,S-S_c,nan,-7.01459133644748,2.8917944846072356,0.035712572898602,7.01459133644748,0.15262776518997956
24.0,S,S+S_ct,nan,-6.131196777647173,2.4865761146941634,0.03334841104330147,6.131196777647173,0.1000452331299044
24.0,S,S+S_t,nan,-15.575188424866916,2.986114601410576,0.000392203561802717,15.575188424866916,0.001961017809013585
24.0,S,S-S_c,nan,-18.058205442462345,3.171882701118878,0.00020016694629663263,18.058205442462345,0.0012010016777797958
24.0,S_c,S+S_ct,nan,2.483017017595429,2.2562946240506707,0.2969057493435179,2.483017017595429,0.2969057493435179
24.0,S_c,S+S_t,nan,11.927008664815173,3.125738131176673,0.003397140324036899,11.927008664815173,0.013588561296147597
24.0,S_t,S-S_c,nan,-9.443991647219743,4.045991467776216,0.041753141464484264,9.443991647219743,0.1000452331299044
