stimulus id,S,S_t,S_c,S_ct
10,-3.80754072240196,7.33736625889155,-0.17295225806079,-2.90398996333707
10,18.6947140215859,20.9469301161833,-8.70097846581192,-17.8361255151122
10,3.39103022827054,6.3273818754968,2.28659726949284,-10.4845114394119
10,2.92237495221443,6.08479528132539,-4.00964223743928,-14.4472671922635
10,-6.61218506449449,-15.7339123176091,9.0743256371127,11.0828713831127
10,0.967998242095853,-7.79218149997671,-4.62258633552926,4.81335202840904
10,-9.36225551991427,-8.27089392917518,-4.11401277144694,8.17029382004869
10,-0.363798921098843,11.7975506380681,-2.11153978731708,-11.6971110037349
11,-16.0293383517146,22.1786694138453,-12.1580741147556,15.3602819339448
11,-15.1479781789656,5.93344366320571,-10.0815944059686,5.61879458076574
11,-4.83820986699737,1.99010550689698,-3.55766681398641,7.09217616270814
11,-5.83640997812724,10.4853973482024,-8.36551287163322,10.7461974650337
11,-8.08956657225533,7.17202226466152,-5.20387110173638,5.74799056529841
11,-5.44508120321723,-5.79778721263333,2.06473903583808,3.32787350482138
11,-20.322538083409,46.3442790975229,-23.2751149046574,31.9223229569056
11,-4.2544959960422,4.50438236140517,1.37863839975283,6.4125126542052
11,-13.6697059994638,18.7970603016368,3.76001123949855,15.6593047284291
12,53.913065396361,-71.5111291202638,57.9672002594736,-53.437781045818
12,26.1467329987189,-27.0509772433746,24.1758431392641,-28.6015814941425
12,15.510401559964,-18.9816770254387,16.9272326307819,-13.9878615660519
12,28.4895378469013,-33.9371939011514,33.3370821442618,-34.1626291106214
12,22.0743045953783,-22.8874536016219,21.3504542426232,-34.9695062636646
12,11.3589700969061,-20.6138811698052,14.5442646789182,-22.2518950146227
12,98.3820001539471,-70.3623699459752,107.012671242107,-92.1540804087914
12,46.1283943365396,-39.2486523603778,35.0041686358291,-45.7406901669498
12,60.344144031562,-29.0105364100031,45.4379832302642,-58.9326722326315
13,-8.88210248138408,-1.00029580934388,-22.3386950242861,-14.2958887184307
13,1.24499715353123,-7.92236795838207,-1.07593146306731,-4.05498552606945
13,4.01190940187079,-7.30423224426196,0.617316486636451,5.65357936075774
13,12.1076297061545,6.92994054324166,0.222829875553977,5.49989800036477
13,-1.76887407752622,2.82204435280931,7.86513158238745,-1.07382623895234
13,-2.03729015218517,-5.55546543850897,-5.5817855028966,0.0104451504165929
13,0.905894130704174,5.59887877960206,-1.6545727917545,7.60398853312118
13,4.79424307105776,7.90266839517048,6.86073487267482,-3.14787684299126
14,-0.284121254394482,15.5650554642049,8.67222783115301,-0.689675230425268
14,9.78443392512446,9.42427866114768,3.05581377304036,0.682130716854871
14,25.2023783026346,-0.460234379596222,-0.820065762939925,8.35905431077371
14,19.5595826947735,13.8144806424473,-3.06520631139946,2.54625427820737
14,10.4328429525359,12.4494904773132,15.7282103331153,10.9928982958352
14,8.33513286825101,9.06569898119179,11.5928214398855,12.645114379689
14,5.81543870713579,7.70441629671622,6.19421710751424,8.47700687438828
14,5.20199259406456,4.89007363484337,0.275865329219621,0.247120923034424
15,1.09317757290925,-0.628166487844386,-3.81155978662145,-1.41098597798096
15,16.9004060606311,-1.09082997218865,6.46669697815844,-1.43333374166297
15,17.4608120931705,-2.96561301672963,8.72902471671639,-10.0801369431198
15,9.25448334947739,-1.14135535094799,7.41895699963147,-3.69725936684072
15,0.637397085886956,-16.9917496528899,1.29811357735514,-12.1089252286868
15,0.397709223381549,-4.29976525481338,5.23326326918772,-0.826583166650584
15,2.31498309354856,-0.522812744772042,0.115665871086067,0.113690893254251
15,4.69209111938665,-5.77950646432947,6.1812213971122,-0.254914879126008
15,1.19997149926478,-2.65037536969384,4.90177144123787,-5.13737262418383
16,98.3480693276777,-92.2022909936143,101.659972362607,-100.306803704496
16,119.009254056658,-121.87476760698,121.315080371711,-134.500339600823
16,87.037509859515,-80.6994035848123,93.8804382129275,-82.4036539501395
16,87.3397052120187,-90.7400366165982,91.4569319729687,-92.0974012980036
16,43.7300391968348,-44.7452716189039,50.6370604223361,-35.9607905706883
16,53.9505864914074,-49.5096162208736,54.9948093674982,-49.5626435775234
16,23.6118374048314,-19.3808146576711,20.6926774305868,-19.2706142722681
16,50.0236309795916,-43.8039892423811,54.3938348039836,-43.1080669260979
16,24.381377789012,-23.5066004901302,19.3823007229655,-11.8807918077663
