S,S_t,S_c,S_ct
-16.0293383517146,22.1786694138453,-12.1580741147556,15.3602819339448
-15.1479781789656,5.93344366320571,-10.0815944059686,5.61879458076574
-4.83820986699737,1.99010550689698,-3.55766681398641,7.09217616270814
-5.83640997812724,10.4853973482024,-8.36551287163322,10.7461974650337
-8.08956657225533,7.17202226466152,-5.20387110173638,5.74799056529841
-5.44508120321723,-5.79778721263333,2.06473903583808,3.32787350482138
-20.322538083409,46.3442790975229,-23.2751149046574,31.9223229569056
-4.2544959960422,4.50438236140517,1.37863839975283,6.4125126542052
-13.6697059994638,18.7970603016368,3.76001123949855,15.6593047284291
