0.000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,
0.021,2,1,1,0,0,0,0,3,6,0,0,0,0,0,0,0,7,
0.038,3,3,2,0,0,0,0,-1,5,0,0,0,0,0,0,0,7,
0.054,4,2,1,-1,0,0,0,-2,1,0,0,0,0,0,0,0,6,
0.071,5,2,1,-2,0,0,0,0,1,0,0,0,0,0,0,0,7,
0.088,6,2,2,0,0,-1,0,-2,1,0,0,0,0,0,0,0,6,
0.104,7,1,0,-3,1,0,0,0,3,0,0,0,0,0,0,0,6,
0.121,8,1,2,-2,3,0,1,0,2,3,0,0,0,0,0,0,7,
0.138,9,1,0,0,4,0,4,0,4,2,0,0,0,0,0,0,6,
0.154,10,-1,2,-3,7,1,8,-2,2,2,0,0,0,0,0,0,7,
0.171,11,0,0,-4,10,0,5,0,3,0,0,0,0,0,0,0,6,
0.188,12,0,2,-2,9,1,1,0,5,3,1,0,0,0,0,0,6,
0.204,13,-1,-2,-4,12,1,0,7,3,4,0,0,0,0,0,0,7,
0.221,14,0,3,-2,10,0,0,-5,1,4,1,0,0,0,0,0,6,
0.238,15,1,6,-2,11,0,0,6,3,6,0,0,0,0,0,0,7,
0.254,16,1,8,-3,9,-1,0,-2,2,5,0,0,0,0,0,0,6,
0.271,17,1,11,-1,8,0,0,-3,2,8,0,0,0,0,0,0,6,
0.288,18,2,10,-2,9,-2,1,-4,2,10,0,0,0,0,0,0,7,
0.304,19,3,2,0,11,0,6,2,0,10,0,0,0,0,0,0,6,
0.321,20,2,-1,0,8,0,16,3,0,8,0,0,0,0,0,0,6,
0.338,21,4,13,0,9,0,19,-3,0,10,1,0,0,0,0,0,7,
0.354,22,3,7,1,9,0,9,-1,0,7,0,0,0,0,0,0,6,
0.371,23,4,9,2,7,1,-3,2,0,3,0,0,0,0,0,0,7,
0.387,24,2,7,2,6,0,-4,-2,0,5,0,0,0,0,0,0,6,
0.404,25,1,4,2,6,1,-1,-1,0,5,-1,0,0,0,0,0,6,
0.421,26,2,2,3,6,2,0,-2,-1,6,0,0,0,0,0,0,7,
0.437,27,0,-3,3,6,2,0,1,0,10,0,0,0,0,0,0,6,
0.454,28,-1,-6,2,8,0,0,-1,0,10,0,0,0,0,0,0,7,
0.471,29,0,-7,2,5,0,0,-2,0,9,0,0,0,0,0,0,6,
0.487,30,-1,-6,1,5,0,4,0,0,11,0,0,0,0,0,0,6,
0.504,31,0,-3,2,4,0,15,0,0,10,1,0,0,0,0,0,7,
0.521,32,0,0,1,4,-1,12,1,0,7,0,0,0,0,0,0,6,
0.537,33,-4,0,2,4,-2,1,-3,1,3,0,0,0,0,0,0,7,
0.554,34,-5,5,0,6,-1,-2,-1,0,3,0,0,0,0,0,0,6,
0.571,35,-3,9,1,3,-1,4,0,0,3,1,0,0,0,0,0,6,
0.587,36,1,15,0,3,-1,15,-4,0,4,2,0,0,0,0,0,7,
0.604,37,2,16,2,3,-3,16,-4,0,-1,-2,0,0,0,0,0,6,
0.621,38,2,16,0,2,-1,16,1,0,-1,-2,0,0,0,0,0,6,
0.637,39,3,20,1,0,3,16,2,3,0,1,0,0,0,0,0,7,
0.654,40,1,16,1,0,2,12,0,2,0,1,0,0,0,0,0,6,
0.671,41,2,20,1,0,6,14,-3,1,0,-2,0,0,0,0,0,7,
0.687,42,0,16,1,0,5,16,3,0,0,0,0,0,0,0,0,6,
0.704,43,0,16,1,-1,4,13,0,2,0,0,0,0,0,0,0,6,
0.721,44,0,20,1,0,5,-2,0,3,0,0,0,0,0,0,0,7,
0.737,45,-1,16,0,0,3,-3,8,0,1,0,0,0,0,0,0,6,
0.754,46,-2,20,0,0,3,4,8,0,0,0,0,0,0,0,0,7,
0.771,47,0,16,0,0,2,9,8,0,0,0,0,0,0,0,0,6,
0.787,48,-1,16,0,0,0,12,6,0,0,0,0,0,0,0,0,6,
0.804,49,-2,18,0,0,0,14,8,-1,0,-1,0,0,0,0,0,7,
0.821,50,-5,8,0,0,0,2,7,0,0,0,0,0,0,0,0,6,
0.837,51,-4,8,0,0,-1,-1,6,0,0,0,0,0,0,0,0,7,
0.854,52,-1,5,0,0,-2,5,12,0,0,0,0,0,0,0,0,6,
0.871,53,0,7,0,0,-2,8,7,0,0,0,0,0,0,0,0,6,
0.887,54,-3,1,0,0,-1,11,8,1,0,0,0,0,0,0,0,7,
0.904,55,-4,1,1,0,-1,10,8,1,0,0,0,0,0,0,0,6,
0.921,56,-7,-1,0,-1,0,7,16,0,0,0,0,0,0,0,0,7,
0.937,57,-4,1,1,0,0,-4,13,0,0,0,0,0,0,0,0,6,
0.954,58,-4,1,0,0,0,-1,13,0,0,0,0,0,0,0,0,6,
0.971,59,0,-1,0,0,0,2,14,1,0,0,0,0,0,0,0,7,
0.987,60,3,-1,0,0,1,2,9,0,0,0,0,0,0,0,0,6,
1.004,61,4,-5,0,0,0,2,19,-1,0,0,0,0,0,0,0,11,
1.037,62,4,-4,0,0,1,-1,13,0,3,1,0,0,0,0,0,8,
1.054,63,9,-6,0,0,0,6,14,3,5,0,0,0,0,0,0,7,
1.071,64,16,-4,0,0,1,12,8,3,2,0,0,0,0,0,0,6,
1.087,65,16,-6,0,0,1,-2,5,3,2,0,0,0,0,0,0,6,
1.104,66,15,-8,0,0,2,-10,6,4,1,-1,0,0,0,0,0,7,
1.121,67,8,-6,0,0,0,-3,2,5,0,0,0,0,0,0,0,6,
1.137,68,1,-7,2,0,1,1,-3,2,0,0,0,0,0,0,0,7,
1.154,69,-3,-6,0,0,0,3,3,0,0,0,0,0,0,0,0,6,
1.171,70,-8,-4,0,0,0,-8,4,-1,-3,0,0,0,0,0,0,6,
1.187,71,-14,3,1,4,1,-7,3,-4,-12,0,0,0,0,0,0,7,
1.204,72,-16,-5,0,3,0,0,-3,-9,-14,0,0,0,0,0,0,6,
1.221,73,-20,-7,0,1,0,1,5,-10,-9,0,0,0,0,0,0,7,
1.237,74,-15,-5,2,5,0,-3,-3,-5,-2,0,0,0,0,0,0,6,
1.254,75,-13,5,2,3,0,-15,8,-4,-2,0,0,0,0,0,0,6,
1.271,76,-19,16,4,6,0,-4,4,-1,-5,-1,0,0,0,0,0,7,
1.287,77,-11,7,2,6,1,1,1,1,-7,0,0,0,0,0,0,6,
1.304,78,-14,3,2,8,1,0,-2,2,0,0,0,0,0,0,0,6,
1.321,79,-16,8,3,10,0,0,-2,0,0,0,0,0,0,0,0,7,
1.337,80,-15,7,2,6,0,0,-4,0,-4,0,0,0,0,0,0,6,
1.354,81,-17,7,3,7,0,-1,-1,0,-3,0,0,0,0,0,0,7,
1.371,82,-15,1,1,4,0,0,-3,0,2,0,0,0,0,0,0,6,
1.387,83,-16,3,2,2,0,3,1,0,-3,0,0,0,0,0,0,6,
1.404,84,-18,4,1,3,0,12,-3,-1,-13,0,0,0,0,0,0,7,
1.421,85,-15,8,1,3,0,-3,2,0,-8,0,0,0,0,0,0,6,
1.437,86,-16,8,0,3,0,-4,5,0,-1,0,0,0,0,0,0,6,
1.454,87,-14,5,0,7,0,4,4,0,0,0,0,0,0,0,0,7,
1.471,88,-9,7,0,8,1,4,-2,0,1,0,0,0,0,0,0,6,
1.487,89,-10,-3,0,4,0,-2,10,0,7,0,0,0,0,0,0,7,
1.504,90,-8,6,0,5,0,-4,12,0,-5,0,0,0,0,0,0,6,
1.521,91,-7,6,0,8,0,-4,1,0,-8,0,0,0,0,0,0,6,
1.537,92,-7,10,0,6,0,-1,-1,0,0,0,0,0,0,0,0,7,
1.554,93,-7,7,0,6,1,3,-2,0,0,0,0,0,0,0,0,6,
1.571,94,-12,8,-1,8,0,4,-4,0,-7,0,0,0,0,0,0,7,
1.587,95,-8,11,-1,4,0,9,1,0,-2,0,0,0,0,0,0,6,
1.604,96,-10,11,-1,6,-1,12,-1,0,2,0,0,0,0,0,0,6,
1.621,97,-11,4,-1,0,0,10,-2,0,0,0,0,0,0,0,0,7,
1.637,98,-15,5,-2,-2,0,6,-1,0,3,0,0,0,0,0,0,6,
