0.000,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,
0.023,2,-20,12,-3,-1,0,0,-6,16,12,0,0,0,0,0,0,9,
0.040,3,-11,7,-2,0,0,-1,-1,12,8,0,0,0,0,0,0,6,
0.056,4,-8,4,-1,0,0,5,0,10,7,0,0,0,0,0,0,6,
0.073,5,-8,1,-1,0,0,2,1,13,4,0,0,0,0,0,0,7,
0.090,6,-6,-2,-2,0,0,-2,1,9,5,0,0,0,0,0,0,6,
0.106,7,-3,-5,0,0,0,1,-6,10,9,0,0,0,0,0,0,7,
0.123,8,0,-6,-2,0,0,6,-2,9,8,0,0,0,0,0,0,6,
0.140,9,0,-8,-1,0,0,6,0,8,10,0,0,0,0,0,0,6,
0.156,10,1,-8,0,1,0,9,0,10,12,5,0,0,0,0,0,7,
0.173,11,1,-6,0,2,0,4,-2,8,12,6,0,0,0,0,0,6,
0.190,12,4,-6,2,1,0,8,0,6,19,8,0,0,0,0,0,7,
0.206,13,3,-3,0,0,0,6,1,10,19,6,0,0,0,0,0,6,
0.223,14,3,-5,1,0,0,6,-1,9,13,6,0,0,0,0,0,6,
0.240,15,4,-3,0,1,-1,7,-1,16,14,7,0,0,0,0,0,7,
0.256,16,2,-5,0,1,0,8,-3,16,15,11,0,0,0,0,0,6,
0.273,17,1,-6,0,0,-1,8,-2,16,20,8,0,0,0,0,0,6,
0.290,18,0,-8,0,0,-1,11,2,20,20,12,0,0,0,0,0,7,
0.306,19,1,-9,0,0,-1,8,-2,16,12,8,0,0,0,0,0,6,
0.323,20,3,-11,0,0,-1,10,-2,20,11,9,0,0,0,0,0,7,
0.340,21,1,-9,0,0,0,6,1,16,13,12,0,0,0,0,0,6,
0.356,22,1,-11,0,0,-1,8,2,16,11,11,0,0,0,0,0,6,
0.373,23,1,-17,-1,0,-2,10,2,14,12,13,0,0,0,0,0,7,
0.390,24,0,-16,-1,1,0,4,0,11,4,11,0,0,0,0,0,6,
0.406,25,0,-16,-1,0,-2,6,0,16,-1,5,0,0,0,0,0,6,
0.423,26,0,-20,0,1,0,11,0,8,-2,11,0,0,0,0,0,7,
0.440,27,0,-16,-3,2,-1,12,2,7,2,13,0,0,0,0,0,6,
0.456,28,0,-15,0,4,-1,9,11,8,5,19,0,0,0,0,0,7,
0.473,29,0,-8,-1,8,0,5,7,12,2,9,0,0,0,0,0,6,
0.490,30,-1,-5,-2,9,-1,7,4,11,1,4,0,0,0,0,0,7,
0.506,31,0,0,-3,8,-1,5,2,15,4,4,0,0,0,0,0,6,
0.523,32,-1,1,-2,8,0,8,2,11,4,9,0,0,0,0,0,6,
0.540,33,0,5,-4,9,-1,12,-1,14,5,10,0,0,0,0,0,7,
0.556,34,0,4,0,7,0,9,-2,16,3,10,0,0,0,0,0,6,
0.573,35,0,4,-4,5,0,9,0,13,3,8,0,0,0,0,0,6,
0.590,36,0,2,-2,6,0,8,0,13,2,8,0,0,0,0,0,7,
0.606,37,0,2,-3,4,0,8,-1,10,1,10,0,0,0,0,0,6,
0.623,38,1,1,-1,3,0,11,0,11,0,10,0,0,0,0,0,7,
0.640,39,0,0,-3,2,0,10,1,7,0,8,0,0,0,0,0,6,
0.656,40,3,1,0,1,0,12,0,9,0,10,0,0,0,0,0,6,
0.673,41,3,-2,-1,0,-1,11,0,9,0,8,0,0,0,0,0,7,
0.690,42,0,-2,1,0,0,8,0,7,0,9,0,0,0,0,0,6,
0.706,43,2,-1,1,-2,-3,6,0,4,0,13,0,0,0,0,0,7,
0.723,44,3,-1,7,-2,-4,6,0,0,0,8,0,0,0,0,0,6,
0.740,45,1,-2,9,-1,-4,3,0,-3,0,7,0,0,0,0,0,6,
0.756,46,2,0,12,-1,-6,4,0,0,0,12,0,0,0,0,0,7,
0.773,47,1,0,12,0,-1,5,2,0,1,10,0,0,0,0,0,6,
0.790,48,2,1,13,1,-2,5,4,3,4,12,0,0,0,0,0,7,
0.806,49,2,0,12,4,-2,3,4,2,2,12,0,0,0,0,0,6,
0.823,50,1,1,14,4,-2,3,1,4,6,9,0,0,0,0,0,6,
0.840,51,1,4,18,5,-3,7,-1,9,10,12,0,0,0,0,0,7,
0.856,52,2,2,15,3,-1,5,0,5,9,11,0,0,0,0,0,6,
0.873,53,0,4,15,5,-1,4,0,5,9,11,0,0,0,0,0,6,
0.890,54,-1,6,16,7,-1,3,-4,10,7,14,0,0,0,0,0,7,
0.906,55,-3,5,12,4,-2,8,0,9,5,12,0,0,0,0,0,6,
0.923,56,-2,4,10,5,-1,4,-1,15,10,11,0,0,0,0,0,7,
0.940,57,-2,4,10,4,0,4,0,14,9,6,0,0,0,0,0,6,
0.956,58,0,2,8,5,0,6,0,13,10,10,0,0,0,0,0,6,
0.973,59,0,1,10,5,0,5,0,20,10,11,0,0,0,0,0,7,
0.990,60,0,0,9,4,0,4,0,18,8,8,0,0,0,0,0,6,
1.006,61,2,-5,11,14,0,4,0,20,7,20,0,0,0,0,0,11,
1.073,62,2,1,14,19,0,9,6,34,9,21,0,0,0,0,0,21,
1.090,63,0,7,0,7,0,6,-2,10,4,5,0,0,0,0,0,6,
1.106,64,-2,4,6,7,1,5,10,10,2,7,0,0,0,0,0,7,
1.123,65,0,0,0,6,3,4,2,8,2,7,0,0,0,0,0,6,
1.140,66,0,6,2,7,3,1,-1,5,0,5,0,0,0,0,0,7,
1.156,67,0,5,0,7,2,-1,2,-1,0,0,0,0,0,0,0,6,
1.173,68,0,5,2,4,0,0,-2,-3,0,-5,0,0,0,0,0,6,
1.190,69,0,6,0,4,2,-1,0,-2,0,-7,0,0,0,0,0,7,
1.206,70,1,6,0,1,0,0,0,-6,-1,-13,0,0,0,0,0,6,
1.223,71,1,1,-1,1,0,-5,-2,-12,-7,-21,0,0,0,0,0,7,
1.240,72,0,0,-3,0,0,-10,0,-10,-8,-13,0,0,0,0,0,6,
1.256,73,0,-6,-4,0,-1,-15,1,-8,-5,1,0,0,0,0,0,6,
1.273,74,1,2,-3,0,-3,-10,2,-3,-16,-9,0,0,0,0,0,7,
1.290,75,2,3,-8,-8,-2,-1,3,-4,-20,-10,0,0,0,0,0,6,
1.306,76,2,1,-10,-6,0,2,6,-9,-11,0,0,0,0,0,0,7,
1.323,77,2,1,-7,-7,7,-1,0,-3,-3,-1,0,0,0,0,0,6,
1.340,78,0,0,-5,-2,4,-4,0,-3,-9,-2,0,0,0,0,0,6,
1.356,79,2,2,-4,-2,11,-1,6,-11,-13,-4,0,0,0,0,0,7,
1.373,80,2,0,-4,4,7,0,2,-5,-1,-3,0,0,0,0,0,6,
1.390,81,1,-4,-2,7,6,0,0,-1,3,-4,0,0,0,0,0,7,
1.406,82,1,-6,-2,9,3,0,-2,-2,0,0,0,0,0,0,0,6,
1.423,83,2,0,-1,17,3,0,0,-1,-1,0,0,0,0,0,0,6,
1.440,84,0,-2,0,11,3,0,-2,-4,-12,-2,0,0,0,0,0,7,
1.456,85,0,1,-2,6,3,0,6,-3,-14,2,0,0,0,0,0,6,
1.473,86,0,-2,-2,12,2,0,-1,-4,-9,1,0,0,0,0,0,6,
1.490,87,0,-4,-4,10,1,0,-2,-7,-6,-2,0,0,0,0,0,7,
1.506,88,1,-2,-2,15,-1,-2,-1,-5,1,-1,0,0,0,0,0,6,
1.523,89,2,0,-7,5,-2,-5,-1,-7,-1,0,0,0,0,0,0,7,
1.540,90,2,-4,-3,7,-2,-2,-1,-8,-4,0,0,0,0,0,0,6,
1.556,91,4,0,-7,2,-2,-1,-1,-1,-3,-1,0,0,0,0,0,6,
1.573,92,6,-2,-9,6,-2,-1,0,2,-1,-1,0,0,0,0,0,7,
1.590,93,4,0,-8,0,-1,-9,0,0,0,0,0,0,0,0,0,6,
1.606,94,12,-2,-6,2,0,-10,0,-10,2,1,0,0,0,0,0,7,
1.623,95,16,0,-2,-1,0,4,-1,-8,0,0,0,0,0,0,0,6,
1.639,96,16,0,-4,0,1,4,-1,-3,0,0,0,0,0,0,0,6,
1.656,97,20,0,-2,-3,2,0,0,1,0,1,0,0,0,0,0,7,
1.673,98,15,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,6,
1.689,99,12,-2,1,-5,0,-6,0,0,0,0,0,0,0,0,0,7,
1.706,100,8,0,0,-1,0,-4,0,1,0,0,0,0,0,0,0,6,
1.723,101,4,-2,2,-4,0,-2,-1,0,0,0,0,0,0,0,0,6,
1.739,102,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,7,
1.756,103,-3,-4,2,-4,0,0,0,0,0,0,0,0,0,0,0,6,
1.773,104,-6,-2,0,0,0,0,-2,0,0,0,0,0,0,0,0,6,
1.789,105,-5,0,0,-3,0,1,0,0,-1,0,0,0,0,0,0,7,
1.806,106,-3,-2,0,-1,0,7,-1,-1,0,0,0,0,0,0,0,6,
1.823,107,3,0,0,-1,0,9,-1,0,0,0,0,0,0,0,0,7,
1.839,108,6,-2,-1,0,0,4,0,0,0,0,0,0,0,0,0,6,
1.856,109,8,-2,0,0,0,0,6,-1,0,0,0,0,0,0,0,6,
1.873,110,9,-1,-1,1,0,3,8,-1,1,0,0,0,0,0,0,7,
1.889,111,4,-4,0,4,0,0,2,0,0,0,0,0,0,0,0,6,
1.906,112,2,5,0,6,0,4,0,1,0,0,0,0,0,0,0,7,
1.923,113,-2,6,0,4,0,1,1,0,0,0,0,0,0,0,0,6,
